,0
257,ranker
"<a href=""/en/players/570bb4b9/Hamed-Junior-Traore""Hamed Junior Traorè",player
"<a href=""/en/country/CIV/Cote-dIvoire-Football""<span style=""white-space: nowrap""<span class=""f-i f-ci"" style=""""ci",nationality
MF,position
"<a href=""/en/squads/4ba7cbea/Bournemouth-Stats""Bournemouth",team
24-014,age
2000,birth_year
3,games
0,games_starts
47,minutes
0.5,minutes_90s
0,goals
0,assists
0,goals_assists
0,goals_pens
0,pens_made
0,pens_att
0,cards_yellow
0,cards_red
0.2,xg
0.2,npxg
0.0,xg_assist
0.2,npxg_xg_assist
2,progressive_carries
3,progressive_passes
4,progressive_passes_received
0.00,goals_per90
0.00,assists_per90
0.00,goals_assists_per90
0.00,goals_pens_per90
0.00,goals_assists_pens_per90
0.34,xg_per90
0.07,xg_assist_per90
0.41,xg_xg_assist_per90
0.34,npxg_per90
0.41,npxg_xg_assist_per90
"<a href=""/en/players/570bb4b9/matchlogs/2023-2024/summary/Hamed-Junior-Traore-Match-Logs""Matches",matches
258,ranker
"<a href=""/en/players/0db5d2c8/Mathias-Jorgensen""Mathias Jørgensen",player
"<a href=""/en/country/DEN/Denmark-Football""<span style=""white-space: nowrap""<span class=""f-i f-dk"" style=""""dk",nationality
DF,position
"<a href=""/en/squads/cd051869/Brentford-Stats""Brentford",team
33-313,age
1990,birth_year
6,games
4,games_starts
368,minutes
4.1,minutes_90s
0,goals
0,assists
0,goals_assists
0,goals_pens
0,pens_made
0,pens_att
1,cards_yellow
0,cards_red
0.1,xg
0.1,npxg
0.3,xg_assist
0.5,npxg_xg_assist
3,progressive_carries
26,progressive_passes
1,progressive_passes_received
0.00,goals_per90
0.00,assists_per90
0.00,goals_assists_per90
0.00,goals_pens_per90
0.00,goals_assists_pens_per90
0.03,xg_per90
0.09,xg_assist_per90
0.11,xg_xg_assist_per90
0.03,npxg_per90
0.11,npxg_xg_assist_per90
"<a href=""/en/players/0db5d2c8/matchlogs/2023-2024/summary/Mathias-Jorgensen-Match-Logs""Matches",matches
259,ranker
"<a href=""/en/players/c066d1a5/Issa-Kabore""Issa Kaboré",player
"<a href=""/en/country/BFA/Burkina-Faso-Football""<span style=""white-space: nowrap""<span class=""f-i f-bf"" style=""""bf",nationality
DF,position
"<a href=""/en/squads/e297cd13/Luton-Town-Stats""Luton Town",team
22-294,age
2001,birth_year
16,games
13,games_starts
"1,065",minutes
11.8,minutes_90s
0,goals
1,assists
1,goals_assists
0,goals_pens
0,pens_made
0,pens_att
5,cards_yellow
0,cards_red
0.2,xg
0.2,npxg
1.6,xg_assist
1.8,npxg_xg_assist
33,progressive_carries
32,progressive_passes
46,progressive_passes_received
0.00,goals_per90
0.08,assists_per90
0.08,goals_assists_per90
0.00,goals_pens_per90
0.08,goals_assists_pens_per90
0.02,xg_per90
0.13,xg_assist_per90
0.15,xg_xg_assist_per90
0.02,npxg_per90
0.15,npxg_xg_assist_per90
"<a href=""/en/players/c066d1a5/matchlogs/2023-2024/summary/Issa-Kabore-Match-Logs""Matches",matches
260,ranker
"<a href=""/en/players/15f24fe7/Sasa-Kalajdzic""Sasa Kalajdzic",player
"<a href=""/en/country/AUT/Austria-Football""<span style=""white-space: nowrap""<span class=""f-i f-at"" style=""""at",nationality
FW,position
"<a href=""/en/squads/8cec06e1/Wolverhampton-Wanderers-Stats""Wolves",team
26-238,age
1997,birth_year
11,games
1,games_starts
166,minutes
1.8,minutes_90s
2,goals
0,assists
2,goals_assists
2,goals_pens
0,pens_made
0,pens_att
0,cards_yellow
0,cards_red
1.1,xg
1.1,npxg
1.0,xg_assist
2.0,npxg_xg_assist
1,progressive_carries
5,progressive_passes
9,progressive_passes_received
1.08,goals_per90
0.00,assists_per90
1.08,goals_assists_per90
1.08,goals_pens_per90
1.08,goals_assists_pens_per90
0.57,xg_per90
0.52,xg_assist_per90
1.09,xg_xg_assist_per90
0.57,npxg_per90
1.09,npxg_xg_assist_per90
"<a href=""/en/players/15f24fe7/matchlogs/2023-2024/summary/Sasa-Kalajdzic-Match-Logs""Matches",matches
261,ranker
"<a href=""/en/players/cc77354e/Boubacar-Kamara""Boubacar Kamara",player
"<a href=""/en/country/FRA/France-Football""<span style=""white-space: nowrap""<span class=""f-i f-fr"" style=""""fr",nationality
MF,position
"<a href=""/en/squads/8602292d/Aston-Villa-Stats""Aston Villa",team
24-099,age
1999,birth_year
20,games
20,games_starts
"1,652",minutes
18.4,minutes_90s
0,goals
1,assists
1,goals_assists
0,goals_pens
0,pens_made
0,pens_att
7,cards_yellow
1,cards_red
0.1,xg
0.1,npxg
1.3,xg_assist
1.4,npxg_xg_assist
19,progressive_carries
83,progressive_passes
10,progressive_passes_received
0.00,goals_per90
0.05,assists_per90
0.05,goals_assists_per90
0.00,goals_pens_per90
0.05,goals_assists_pens_per90
0.01,xg_per90
0.07,xg_assist_per90
0.08,xg_xg_assist_per90
0.01,npxg_per90
0.08,npxg_xg_assist_per90
"<a href=""/en/players/cc77354e/matchlogs/2023-2024/summary/Boubacar-Kamara-Match-Logs""Matches",matches
262,ranker
"<a href=""/en/players/6a7353d7/Willy-Kambwala""Willy Kambwala",player
"<a href=""/en/country/FRA/France-Football""<span style=""white-space: nowrap""<span class=""f-i f-fr"" style=""""fr",nationality
DF,position
"<a href=""/en/squads/19538871/Manchester-United-Stats""Manchester Utd",team
19-189,age
2004,birth_year
2,games
1,games_starts
85,minutes
0.9,minutes_90s
0,goals
0,assists
0,goals_assists
0,goals_pens
0,pens_made
0,pens_att
0,cards_yellow
0,cards_red
0.0,xg
0.0,npxg
0.0,xg_assist
0.0,npxg_xg_assist
2,progressive_carries
5,progressive_passes
1,progressive_passes_received
0.00,goals_per90
0.00,assists_per90
0.00,goals_assists_per90
0.00,goals_pens_per90
0.00,goals_assists_pens_per90
0.00,xg_per90
0.00,xg_assist_per90
0.00,xg_xg_assist_per90
0.00,npxg_per90
0.00,npxg_xg_assist_per90
"<a href=""/en/players/6a7353d7/matchlogs/2023-2024/summary/Willy-Kambwala-Match-Logs""Matches",matches
263,ranker
"<a href=""/en/players/1caa93a5/Thomas-Kaminski""Thomas Kaminski",player
"<a href=""/en/country/BEL/Belgium-Football""<span style=""white-space: nowrap""<span class=""f-i f-be"" style=""""be",nationality
GK,position
"<a href=""/en/squads/e297cd13/Luton-Town-Stats""Luton Town",team
31-130,age
1992,birth_year
25,games
25,games_starts
"2,250",minutes
25.0,minutes_90s
0,goals
0,assists
0,goals_assists
0,goals_pens
0,pens_made
0,pens_att
3,cards_yellow
0,cards_red
0.0,xg
0.0,npxg
0.0,xg_assist
0.0,npxg_xg_assist
0,progressive_carries
1,progressive_passes
0,progressive_passes_received
0.00,goals_per90
0.00,assists_per90
0.00,goals_assists_per90
0.00,goals_pens_per90
0.00,goals_assists_pens_per90
0.00,xg_per90
0.00,xg_assist_per90
0.00,xg_xg_assist_per90
0.00,npxg_per90
0.00,npxg_xg_assist_per90
"<a href=""/en/players/1caa93a5/matchlogs/2023-2024/summary/Thomas-Kaminski-Match-Logs""Matches",matches
264,ranker
"<a href=""/en/players/32e7ce92/Loris-Karius""Loris Karius",player
"<a href=""/en/country/GER/Germany-Football""<span style=""white-space: nowrap""<span class=""f-i f-de"" style=""""de",nationality
GK,position
"<a href=""/en/squads/b2b47a98/Newcastle-United-Stats""Newcastle Utd",team
30-253,age
1993,birth_year
1,games
1,games_starts
90,minutes
1.0,minutes_90s
0,goals
0,assists
0,goals_assists
0,goals_pens
0,pens_made
0,pens_att
0,cards_yellow
0,cards_red
0.0,xg
0.0,npxg
0.0,xg_assist
0.0,npxg_xg_assist
0,progressive_carries
0,progressive_passes
0,progressive_passes_received
0.00,goals_per90
0.00,assists_per90
0.00,goals_assists_per90
0.00,goals_pens_per90
0.00,goals_assists_pens_per90
0.00,xg_per90
0.00,xg_assist_per90
0.00,xg_xg_assist_per90
0.00,npxg_per90
0.00,npxg_xg_assist_per90
"<a href=""/en/players/32e7ce92/matchlogs/2023-2024/summary/Loris-Karius-Match-Logs""Matches",matches
265,ranker
"<a href=""/en/players/c5b7c315/Michael-Keane""Michael Keane",player
"<a href=""/en/country/ENG/England-Football""<span style=""white-space: nowrap""<span class=""f-i f-gb-eng"" style=""""eng",nationality
DF,position
"<a href=""/en/squads/d3fd31cc/Everton-Stats""Everton",team
31-050,age
1993,birth_year
7,games
4,games_starts
404,minutes
4.5,minutes_90s
1,goals
0,assists
1,goals_assists
1,goals_pens
0,pens_made
0,pens_att
1,cards_yellow
0,cards_red
0.7,xg
0.7,npxg
0.0,xg_assist
0.7,npxg_xg_assist
3,progressive_carries
10,progressive_passes
2,progressive_passes_received
0.22,goals_per90
0.00,assists_per90
0.22,goals_assists_per90
0.22,goals_pens_per90
0.22,goals_assists_pens_per90
0.15,xg_per90
0.00,xg_assist_per90
0.15,xg_xg_assist_per90
0.15,npxg_per90
0.15,npxg_xg_assist_per90
"<a href=""/en/players/c5b7c315/matchlogs/2023-2024/summary/Michael-Keane-Match-Logs""Matches",matches
266,ranker
"<a href=""/en/players/51dbeea9/Thilo-Kehrer""Thilo Kehrer",player
"<a href=""/en/country/GER/Germany-Football""<span style=""white-space: nowrap""<span class=""f-i f-de"" style=""""de",nationality
"DF,MF",position
"<a href=""/en/squads/7c21e445/West-Ham-United-Stats""West Ham",team
27-162,age
1996,birth_year
4,games
0,games_starts
22,minutes
0.2,minutes_90s
0,goals
0,assists
0,goals_assists
0,goals_pens
0,pens_made
0,pens_att
2,cards_yellow
0,cards_red
0.0,xg
0.0,npxg
0.0,xg_assist
0.0,npxg_xg_assist
0,progressive_carries
1,progressive_passes
1,progressive_passes_received
0.00,goals_per90
0.00,assists_per90
0.00,goals_assists_per90
0.00,goals_pens_per90
0.00,goals_assists_pens_per90
0.00,xg_per90
0.00,xg_assist_per90
0.00,xg_xg_assist_per90
0.00,npxg_per90
0.00,npxg_xg_assist_per90
"<a href=""/en/players/51dbeea9/matchlogs/2023-2024/summary/Thilo-Kehrer-Match-Logs""Matches",matches
267,ranker
"<a href=""/en/players/62d7ef38/Caoimhin-Kelleher""Caoimhín Kelleher",player
"<a href=""/en/country/IRL/Republic-of-Ireland-Football""<span style=""white-space: nowrap""<span class=""f-i f-ie"" style=""""ie",nationality
GK,position
"<a href=""/en/squads/822bd0ba/Liverpool-Stats""Liverpool",team
25-099,age
1998,birth_year
5,games
5,games_starts
450,minutes
5.0,minutes_90s
0,goals
0,assists
0,goals_assists
0,goals_pens
0,pens_made
0,pens_att
0,cards_yellow
0,cards_red
0.0,xg
0.0,npxg
0.0,xg_assist
0.0,npxg_xg_assist
0,progressive_carries
0,progressive_passes
0,progressive_passes_received
0.00,goals_per90
0.00,assists_per90
0.00,goals_assists_per90
0.00,goals_pens_per90
0.00,goals_assists_pens_per90
0.00,xg_per90
0.00,xg_assist_per90
0.00,xg_xg_assist_per90
0.00,npxg_per90
0.00,npxg_xg_assist_per90
"<a href=""/en/players/62d7ef38/matchlogs/2023-2024/summary/Caoimhin-Kelleher-Match-Logs""Matches",matches
268,ranker
"<a href=""/en/players/f31def1e/Lloyd-Kelly""Lloyd Kelly",player
"<a href=""/en/country/ENG/England-Football""<span style=""white-space: nowrap""<span class=""f-i f-gb-eng"" style=""""eng",nationality
DF,position
"<a href=""/en/squads/4ba7cbea/Bournemouth-Stats""Bournemouth",team
25-147,age
1998,birth_year
14,games
12,games_starts
"1,012",minutes
11.2,minutes_90s
0,goals
0,assists
0,goals_assists
0,goals_pens
0,pens_made
0,pens_att
1,cards_yellow
0,cards_red
0.1,xg
0.1,npxg
0.2,xg_assist
0.4,npxg_xg_assist
12,progressive_carries
37,progressive_passes
15,progressive_passes_received
0.00,goals_per90
0.00,assists_per90
0.00,goals_assists_per90
0.00,goals_pens_per90
0.00,goals_assists_pens_per90
0.01,xg_per90
0.02,xg_assist_per90
0.03,xg_xg_assist_per90
0.01,npxg_per90
0.03,npxg_xg_assist_per90
"<a href=""/en/players/f31def1e/matchlogs/2023-2024/summary/Lloyd-Kelly-Match-Logs""Matches",matches
269,ranker
"<a href=""/en/players/0ad53bdc/Milos-Kerkez""Milos Kerkez",player
"<a href=""/en/country/HUN/Hungary-Football""<span style=""white-space: nowrap""<span class=""f-i f-hu"" style=""""hu",nationality
DF,position
"<a href=""/en/squads/4ba7cbea/Bournemouth-Stats""Bournemouth",team
20-115,age
2003,birth_year
19,games
14,games_starts
"1,314",minutes
14.6,minutes_90s
0,goals
1,assists
1,goals_assists
0,goals_pens
0,pens_made
0,pens_att
2,cards_yellow
0,cards_red
0.3,xg
0.3,npxg
0.3,xg_assist
0.6,npxg_xg_assist
24,progressive_carries
25,progressive_passes
56,progressive_passes_received
0.00,goals_per90
0.07,assists_per90
0.07,goals_assists_per90
0.00,goals_pens_per90
0.07,goals_assists_pens_per90
0.02,xg_per90
0.02,xg_assist_per90
0.04,xg_xg_assist_per90
0.02,npxg_per90
0.04,npxg_xg_assist_per90
"<a href=""/en/players/0ad53bdc/matchlogs/2023-2024/summary/Milos-Kerkez-Match-Logs""Matches",matches
270,ranker
"<a href=""/en/players/d0f72bf1/Max-Kilman""Max Kilman",player
"<a href=""/en/country/ENG/England-Football""<span style=""white-space: nowrap""<span class=""f-i f-gb-eng"" style=""""eng",nationality
DF,position
"<a href=""/en/squads/8cec06e1/Wolverhampton-Wanderers-Stats""Wolves",team
26-283,age
1997,birth_year
26,games
26,games_starts
"2,340",minutes
26.0,minutes_90s
2,goals
0,assists
2,goals_assists
2,goals_pens
0,pens_made
0,pens_att
5,cards_yellow
0,cards_red
1.6,xg
1.6,npxg
0.7,xg_assist
2.3,npxg_xg_assist
21,progressive_carries
86,progressive_passes
3,progressive_passes_received
0.08,goals_per90
0.00,assists_per90
0.08,goals_assists_per90
0.08,goals_pens_per90
0.08,goals_assists_pens_per90
0.06,xg_per90
0.03,xg_assist_per90
0.09,xg_xg_assist_per90
0.06,npxg_per90
0.09,npxg_xg_assist_per90
"<a href=""/en/players/d0f72bf1/matchlogs/2023-2024/summary/Max-Kilman-Match-Logs""Matches",matches
271,ranker
"<a href=""/en/players/dc3e663e/Jakub-Kiwior""Jakub Kiwior",player
"<a href=""/en/country/POL/Poland-Football""<span style=""white-space: nowrap""<span class=""f-i f-pl"" style=""""pl",nationality
DF,position
"<a href=""/en/squads/18bb7c10/Arsenal-Stats""Arsenal",team
24-015,age
2000,birth_year
14,games
7,games_starts
620,minutes
6.9,minutes_90s
1,goals
2,assists
3,goals_assists
1,goals_pens
0,pens_made
0,pens_att
1,cards_yellow
0,cards_red
0.8,xg
0.8,npxg
0.6,xg_assist
1.4,npxg_xg_assist
2,progressive_carries
36,progressive_passes
10,progressive_passes_received
0.15,goals_per90
0.29,assists_per90
0.44,goals_assists_per90
0.15,goals_pens_per90
0.44,goals_assists_pens_per90
0.11,xg_per90
0.09,xg_assist_per90
0.20,xg_xg_assist_per90
0.11,npxg_per90
0.20,npxg_xg_assist_per90
"<a href=""/en/players/dc3e663e/matchlogs/2023-2024/summary/Jakub-Kiwior-Match-Logs""Matches",matches
272,ranker
"<a href=""/en/players/4c3a6744/Justin-Kluivert""Justin Kluivert",player
"<a href=""/en/country/NED/Netherlands-Football""<span style=""white-space: nowrap""<span class=""f-i f-nl"" style=""""nl",nationality
"MF,FW",position
"<a href=""/en/squads/4ba7cbea/Bournemouth-Stats""Bournemouth",team
24-301,age
1999,birth_year
20,games
15,games_starts
"1,091",minutes
12.1,minutes_90s
3,goals
0,assists
3,goals_assists
3,goals_pens
0,pens_made
0,pens_att
3,cards_yellow
0,cards_red
2.8,xg
2.8,npxg
1.3,xg_assist
4.1,npxg_xg_assist
31,progressive_carries
29,progressive_passes
69,progressive_passes_received
0.25,goals_per90
0.00,assists_per90
0.25,goals_assists_per90
0.25,goals_pens_per90
0.25,goals_assists_pens_per90
0.23,xg_per90
0.11,xg_assist_per90
0.34,xg_xg_assist_per90
0.23,npxg_per90
0.34,npxg_xg_assist_per90
"<a href=""/en/players/4c3a6744/matchlogs/2023-2024/summary/Justin-Kluivert-Match-Logs""Matches",matches
273,ranker
"<a href=""/en/players/fc076f78/Luca-Koleosho""Luca Koleosho",player
"<a href=""/en/country/ITA/Italy-Football""<span style=""white-space: nowrap""<span class=""f-i f-it"" style=""""it",nationality
"MF,FW",position
"<a href=""/en/squads/943e8050/Burnley-Stats""Burnley",team
19-168,age
2004,birth_year
15,games
13,games_starts
974,minutes
10.8,minutes_90s
1,goals
1,assists
2,goals_assists
1,goals_pens
0,pens_made
0,pens_att
0,cards_yellow
0,cards_red
2.0,xg
2.0,npxg
1.3,xg_assist
3.3,npxg_xg_assist
53,progressive_carries
19,progressive_passes
82,progressive_passes_received
0.09,goals_per90
0.09,assists_per90
0.18,goals_assists_per90
0.09,goals_pens_per90
0.18,goals_assists_pens_per90
0.18,xg_per90
0.12,xg_assist_per90
0.30,xg_xg_assist_per90
0.18,npxg_per90
0.30,npxg_xg_assist_per90
"<a href=""/en/players/fc076f78/matchlogs/2023-2024/summary/Luca-Koleosho-Match-Logs""Matches",matches
274,ranker
"<a href=""/en/players/5ed9b537/Ibrahima-Konate""Ibrahima Konaté",player
"<a href=""/en/country/FRA/France-Football""<span style=""white-space: nowrap""<span class=""f-i f-fr"" style=""""fr",nationality
DF,position
"<a href=""/en/squads/822bd0ba/Liverpool-Stats""Liverpool",team
24-281,age
1999,birth_year
18,games
13,games_starts
"1,242",minutes
13.8,minutes_90s
0,goals
0,assists
0,goals_assists
0,goals_pens
0,pens_made
0,pens_att
5,cards_yellow
1,cards_red
0.4,xg
0.4,npxg
0.4,xg_assist
0.9,npxg_xg_assist
16,progressive_carries
91,progressive_passes
3,progressive_passes_received
0.00,goals_per90
0.00,assists_per90
0.00,goals_assists_per90
0.00,goals_pens_per90
0.00,goals_assists_pens_per90
0.03,xg_per90
0.03,xg_assist_per90
0.06,xg_xg_assist_per90
0.03,npxg_per90
0.06,npxg_xg_assist_per90
"<a href=""/en/players/5ed9b537/matchlogs/2023-2024/summary/Ibrahima-Konate-Match-Logs""Matches",matches
275,ranker
"<a href=""/en/players/0313a347/Ezri-Konsa""Ezri Konsa",player
"<a href=""/en/country/ENG/England-Football""<span style=""white-space: nowrap""<span class=""f-i f-gb-eng"" style=""""eng",nationality
DF,position
"<a href=""/en/squads/8602292d/Aston-Villa-Stats""Aston Villa",team
26-130,age
1997,birth_year
23,games
23,games_starts
"1,996",minutes
22.2,minutes_90s
0,goals
0,assists
0,goals_assists
0,goals_pens
0,pens_made
0,pens_att
5,cards_yellow
0,cards_red
1.8,xg
1.8,npxg
0.4,xg_assist
2.2,npxg_xg_assist
26,progressive_carries
97,progressive_passes
21,progressive_passes_received
0.00,goals_per90
0.00,assists_per90
0.00,goals_assists_per90
0.00,goals_pens_per90
0.00,goals_assists_pens_per90
0.08,xg_per90
0.02,xg_assist_per90
0.10,xg_xg_assist_per90
0.08,npxg_per90
0.10,npxg_xg_assist_per90
"<a href=""/en/players/0313a347/matchlogs/2023-2024/summary/Ezri-Konsa-Match-Logs""Matches",matches
Rk,ranker
Player,player
Nation,nationality
Pos,position
Squad,team
Age,age
Born,birth_year
MP,games
Starts,games_starts
Min,minutes
90s,minutes_90s
Gls,goals
Ast,assists
G+A,goals_assists
G-PK,goals_pens
PK,pens_made
PKatt,pens_att
CrdY,cards_yellow
CrdR,cards_red
xG,xg
npxG,npxg
xAG,xg_assist
npxG+xAG,npxg_xg_assist
PrgC,progressive_carries
PrgP,progressive_passes
PrgR,progressive_passes_received
Gls,goals_per90
Ast,assists_per90
G+A,goals_assists_per90
G-PK,goals_pens_per90
G+A-PK,goals_assists_pens_per90
xG,xg_per90
xAG,xg_assist_per90
xG+xAG,xg_xg_assist_per90
npxG,npxg_per90
npxG+xAG,npxg_xg_assist_per90
Matches,matches
276,ranker
"<a href=""/en/players/8d3c902d/Cheikhou-Kouyate""Cheikhou Kouyaté",player
"<a href=""/en/country/SEN/Senegal-Football""<span style=""white-space: nowrap""<span class=""f-i f-sn"" style=""""sn",nationality
MF,position
"<a href=""/en/squads/e4a775cb/Nottingham-Forest-Stats""Nott'ham Forest",team
34-071,age
1989,birth_year
10,games
2,games_starts
205,minutes
2.3,minutes_90s
0,goals
0,assists
0,goals_assists
0,goals_pens
0,pens_made
0,pens_att
2,cards_yellow
0,cards_red
0.3,xg
0.3,npxg
0.0,xg_assist
0.3,npxg_xg_assist
0,progressive_carries
5,progressive_passes
5,progressive_passes_received
0.00,goals_per90
0.00,assists_per90
0.00,goals_assists_per90
0.00,goals_pens_per90
0.00,goals_assists_pens_per90
0.12,xg_per90
0.02,xg_assist_per90
0.14,xg_xg_assist_per90
0.12,npxg_per90
0.14,npxg_xg_assist_per90
"<a href=""/en/players/8d3c902d/matchlogs/2023-2024/summary/Cheikhou-Kouyate-Match-Logs""Matches",matches
277,ranker
"<a href=""/en/players/79c0821a/Mateo-Kovacic""Mateo Kovačić",player
"<a href=""/en/country/CRO/Croatia-Football""<span style=""white-space: nowrap""<span class=""f-i f-hr"" style=""""hr",nationality
MF,position
"<a href=""/en/squads/b8fd03ef/Manchester-City-Stats""Manchester City",team
29-300,age
1994,birth_year
19,games
10,games_starts
949,minutes
10.5,minutes_90s
0,goals
0,assists
0,goals_assists
0,goals_pens
0,pens_made
0,pens_att
3,cards_yellow
0,cards_red
0.8,xg
0.8,npxg
1.1,xg_assist
1.9,npxg_xg_assist
26,progressive_carries
65,progressive_passes
26,progressive_passes_received
0.00,goals_per90
0.00,assists_per90
0.00,goals_assists_per90
0.00,goals_pens_per90
0.00,goals_assists_pens_per90
0.07,xg_per90
0.11,xg_assist_per90
0.18,xg_xg_assist_per90
0.07,npxg_per90
0.18,npxg_xg_assist_per90
"<a href=""/en/players/79c0821a/matchlogs/2023-2024/summary/Mateo-Kovacic-Match-Logs""Matches",matches
278,ranker
"<a href=""/en/players/77cf6852/Emil-Krafth""Emil Krafth",player
"<a href=""/en/country/SWE/Sweden-Football""<span style=""white-space: nowrap""<span class=""f-i f-se"" style=""""se",nationality
DF,position
"<a href=""/en/squads/b2b47a98/Newcastle-United-Stats""Newcastle Utd",team
29-212,age
1994,birth_year
6,games
0,games_starts
86,minutes
1.0,minutes_90s
0,goals
0,assists
0,goals_assists
0,goals_pens
0,pens_made
0,pens_att
0,cards_yellow
0,cards_red
0.1,xg
0.1,npxg
0.5,xg_assist
0.6,npxg_xg_assist
2,progressive_carries
10,progressive_passes
16,progressive_passes_received
0.00,goals_per90
0.00,assists_per90
0.00,goals_assists_per90
0.00,goals_pens_per90
0.00,goals_assists_pens_per90
0.07,xg_per90
0.53,xg_assist_per90
0.60,xg_xg_assist_per90
0.07,npxg_per90
0.60,npxg_xg_assist_per90
"<a href=""/en/players/77cf6852/matchlogs/2023-2024/summary/Emil-Krafth-Match-Logs""Matches",matches
279,ranker
"<a href=""/en/players/df3cda47/Dejan-Kulusevski""Dejan Kulusevski",player
"<a href=""/en/country/SWE/Sweden-Football""<span style=""white-space: nowrap""<span class=""f-i f-se"" style=""""se",nationality
"FW,MF",position
"<a href=""/en/squads/361ca564/Tottenham-Hotspur-Stats""Tottenham",team
23-311,age
2000,birth_year
23,games
22,games_starts
"1,938",minutes
21.5,minutes_90s
6,goals
2,assists
8,goals_assists
6,goals_pens
0,pens_made
0,pens_att
6,cards_yellow
0,cards_red
3.3,xg
3.3,npxg
5.5,xg_assist
8.9,npxg_xg_assist
115,progressive_carries
103,progressive_passes
266,progressive_passes_received
0.28,goals_per90
0.09,assists_per90
0.37,goals_assists_per90
0.28,goals_pens_per90
0.37,goals_assists_pens_per90
0.15,xg_per90
0.26,xg_assist_per90
0.41,xg_xg_assist_per90
0.15,npxg_per90
0.41,npxg_xg_assist_per90
"<a href=""/en/players/df3cda47/matchlogs/2023-2024/summary/Dejan-Kulusevski-Match-Logs""Matches",matches
280,ranker
"<a href=""/en/players/99813635/Adam-Lallana""Adam Lallana",player
"<a href=""/en/country/ENG/England-Football""<span style=""white-space: nowrap""<span class=""f-i f-gb-eng"" style=""""eng",nationality
MF,position
"<a href=""/en/squads/d07537b9/Brighton-and-Hove-Albion-Stats""Brighton",team
35-296,age
1988,birth_year
18,games
9,games_starts
595,minutes
6.6,minutes_90s
0,goals
1,assists
1,goals_assists
0,goals_pens
0,pens_made
0,pens_att
1,cards_yellow
0,cards_red
0.3,xg
0.3,npxg
1.0,xg_assist
1.2,npxg_xg_assist
4,progressive_carries
23,progressive_passes
43,progressive_passes_received
0.00,goals_per90
0.15,assists_per90
0.15,goals_assists_per90
0.00,goals_pens_per90
0.15,goals_assists_pens_per90
0.04,xg_per90
0.14,xg_assist_per90
0.18,xg_xg_assist_per90
0.04,npxg_per90
0.18,npxg_xg_assist_per90
"<a href=""/en/players/99813635/matchlogs/2023-2024/summary/Adam-Lallana-Match-Logs""Matches",matches
281,ranker
"<a href=""/en/players/f4e433d4/Tariq-Lamptey""Tariq Lamptey",player
"<a href=""/en/country/GHA/Ghana-Football""<span style=""white-space: nowrap""<span class=""f-i f-gh"" style=""""gh",nationality
"DF,FW",position
"<a href=""/en/squads/d07537b9/Brighton-and-Hove-Albion-Stats""Brighton",team
23-153,age
2000,birth_year
11,games
6,games_starts
517,minutes
5.7,minutes_90s
0,goals
3,assists
3,goals_assists
0,goals_pens
0,pens_made
0,pens_att
3,cards_yellow
0,cards_red
0.4,xg
0.4,npxg
0.6,xg_assist
1.0,npxg_xg_assist
21,progressive_carries
14,progressive_passes
38,progressive_passes_received
0.00,goals_per90
0.52,assists_per90
0.52,goals_assists_per90
0.00,goals_pens_per90
0.52,goals_assists_pens_per90
0.07,xg_per90
0.10,xg_assist_per90
0.17,xg_xg_assist_per90
0.07,npxg_per90
0.17,npxg_xg_assist_per90
"<a href=""/en/players/f4e433d4/matchlogs/2023-2024/summary/Tariq-Lamptey-Match-Logs""Matches",matches
282,ranker
"<a href=""/en/players/119b9a8e/Aymeric-Laporte""Aymeric Laporte",player
"<a href=""/en/country/ESP/Spain-Football""<span style=""white-space: nowrap""<span class=""f-i f-es"" style=""""es",nationality
DF,position
"<a href=""/en/squads/b8fd03ef/Manchester-City-Stats""Manchester City",team
29-279,age
1994,birth_year
1,games
0,games_starts
12,minutes
0.1,minutes_90s
0,goals
0,assists
0,goals_assists
0,goals_pens
0,pens_made
0,pens_att
0,cards_yellow
0,cards_red
0.0,xg
0.0,npxg
0.0,xg_assist
0.0,npxg_xg_assist
0,progressive_carries
0,progressive_passes
0,progressive_passes_received
0.00,goals_per90
0.00,assists_per90
0.00,goals_assists_per90
0.00,goals_pens_per90
0.00,goals_assists_pens_per90
0.27,xg_per90
0.00,xg_assist_per90
0.27,xg_xg_assist_per90
0.27,npxg_per90
0.27,npxg_xg_assist_per90
"<a href=""/en/players/119b9a8e/matchlogs/2023-2024/summary/Aymeric-Laporte-Match-Logs""Matches",matches
283,ranker
"<a href=""/en/players/0ed063d6/Yasser-Larouci""Yasser Larouci",player
"<a href=""/en/country/ALG/Algeria-Football""<span style=""white-space: nowrap""<span class=""f-i f-dz"" style=""""dz",nationality
DF,position
"<a href=""/en/squads/1df6b87e/Sheffield-United-Stats""Sheffield Utd",team
23-060,age
2001,birth_year
9,games
4,games_starts
421,minutes
4.7,minutes_90s
0,goals
0,assists
0,goals_assists
0,goals_pens
0,pens_made
0,pens_att
1,cards_yellow
0,cards_red
0.2,xg
0.2,npxg
0.3,xg_assist
0.4,npxg_xg_assist
14,progressive_carries
12,progressive_passes
9,progressive_passes_received
0.00,goals_per90
0.00,assists_per90
0.00,goals_assists_per90
0.00,goals_pens_per90
0.00,goals_assists_pens_per90
0.04,xg_per90
0.05,xg_assist_per90
0.09,xg_xg_assist_per90
0.04,npxg_per90
0.09,npxg_xg_assist_per90
