,0
0.06,xg_xg_assist_per90
0.04,npxg_per90
0.06,npxg_xg_assist_per90
"<a href=""/en/players/8a7ff278/matchlogs/2023-2024/summary/Joel-Ward-Match-Logs""Matches",matches
525,ranker
"<a href=""/en/players/3515d404/James-Ward-Prowse""James Ward-Prowse",player
"<a href=""/en/country/ENG/England-Football""<span style=""white-space: nowrap""<span class=""f-i f-gb-eng"" style=""""eng",nationality
MF,position
"<a href=""/en/squads/7c21e445/West-Ham-United-Stats""West Ham",team
29-121,age
1994,birth_year
25,games
25,games_starts
"2,222",minutes
24.7,minutes_90s
5,goals
6,assists
11,goals_assists
3,goals_pens
2,pens_made
2,pens_att
4,cards_yellow
0,cards_red
5.1,xg
3.5,npxg
5.2,xg_assist
8.7,npxg_xg_assist
16,progressive_carries
99,progressive_passes
49,progressive_passes_received
0.20,goals_per90
0.24,assists_per90
0.45,goals_assists_per90
0.12,goals_pens_per90
0.36,goals_assists_pens_per90
0.21,xg_per90
0.21,xg_assist_per90
0.42,xg_xg_assist_per90
0.14,npxg_per90
0.35,npxg_xg_assist_per90
"<a href=""/en/players/3515d404/matchlogs/2023-2024/summary/James-Ward-Prowse-Match-Logs""Matches",matches
Rk,ranker
Player,player
Nation,nationality
Pos,position
Squad,team
Age,age
Born,birth_year
MP,games
Starts,games_starts
Min,minutes
90s,minutes_90s
Gls,goals
Ast,assists
G+A,goals_assists
G-PK,goals_pens
PK,pens_made
PKatt,pens_att
CrdY,cards_yellow
CrdR,cards_red
xG,xg
npxG,npxg
xAG,xg_assist
npxG+xAG,npxg_xg_assist
PrgC,progressive_carries
PrgP,progressive_passes
PrgR,progressive_passes_received
Gls,goals_per90
Ast,assists_per90
G+A,goals_assists_per90
G-PK,goals_pens_per90
G+A-PK,goals_assists_pens_per90
xG,xg_per90
xAG,xg_assist_per90
xG+xAG,xg_xg_assist_per90
npxG,npxg_per90
npxG+xAG,npxg_xg_assist_per90
Matches,matches
526,ranker
"<a href=""/en/players/95bd120d/Deivid-Washington""Deivid Washington",player
"<a href=""/en/country/BRA/Brazil-Football""<span style=""white-space: nowrap""<span class=""f-i f-br"" style=""""br",nationality
DF,position
"<a href=""/en/squads/cff3d9bb/Chelsea-Stats""Chelsea",team
18-270,age
2005,birth_year
1,games
0,games_starts
10,minutes
0.1,minutes_90s
0,goals
0,assists
0,goals_assists
0,goals_pens
0,pens_made
0,pens_att
0,cards_yellow
0,cards_red
0.5,xg
0.5,npxg
0.0,xg_assist
0.5,npxg_xg_assist
0,progressive_carries
0,progressive_passes
1,progressive_passes_received
0.00,goals_per90
0.00,assists_per90
0.00,goals_assists_per90
0.00,goals_pens_per90
0.00,goals_assists_pens_per90
4.19,xg_per90
0.00,xg_assist_per90
4.19,xg_xg_assist_per90
4.19,npxg_per90
4.19,npxg_xg_assist_per90
"<a href=""/en/players/95bd120d/matchlogs/2023-2024/summary/Deivid-Washington-Match-Logs""Matches",matches
527,ranker
"<a href=""/en/players/aed3a70f/Ollie-Watkins""Ollie Watkins",player
"<a href=""/en/country/ENG/England-Football""<span style=""white-space: nowrap""<span class=""f-i f-gb-eng"" style=""""eng",nationality
FW,position
"<a href=""/en/squads/8602292d/Aston-Villa-Stats""Aston Villa",team
28-062,age
1995,birth_year
26,games
26,games_starts
"2,295",minutes
25.5,minutes_90s
14,goals
10,assists
24,goals_assists
14,goals_pens
0,pens_made
0,pens_att
4,cards_yellow
0,cards_red
13.5,xg
13.5,npxg
5.3,xg_assist
18.9,npxg_xg_assist
39,progressive_carries
39,progressive_passes
152,progressive_passes_received
0.55,goals_per90
0.39,assists_per90
0.94,goals_assists_per90
0.55,goals_pens_per90
0.94,goals_assists_pens_per90
0.53,xg_per90
0.21,xg_assist_per90
0.74,xg_xg_assist_per90
0.53,npxg_per90
0.74,npxg_xg_assist_per90
"<a href=""/en/players/aed3a70f/matchlogs/2023-2024/summary/Ollie-Watkins-Match-Logs""Matches",matches
528,ranker
"<a href=""/en/players/c40b6180/Adam-Webster""Adam Webster",player
"<a href=""/en/country/ENG/England-Football""<span style=""white-space: nowrap""<span class=""f-i f-gb-eng"" style=""""eng",nationality
DF,position
"<a href=""/en/squads/d07537b9/Brighton-and-Hove-Albion-Stats""Brighton",team
29-057,age
1995,birth_year
9,games
8,games_starts
677,minutes
7.5,minutes_90s
0,goals
0,assists
0,goals_assists
0,goals_pens
0,pens_made
0,pens_att
2,cards_yellow
0,cards_red
0.2,xg
0.2,npxg
0.1,xg_assist
0.3,npxg_xg_assist
8,progressive_carries
54,progressive_passes
2,progressive_passes_received
0.00,goals_per90
0.00,assists_per90
0.00,goals_assists_per90
0.00,goals_pens_per90
0.00,goals_assists_pens_per90
0.03,xg_per90
0.01,xg_assist_per90
0.04,xg_xg_assist_per90
0.03,npxg_per90
0.04,npxg_xg_assist_per90
"<a href=""/en/players/c40b6180/matchlogs/2023-2024/summary/Adam-Webster-Match-Logs""Matches",matches
529,ranker
"<a href=""/en/players/ce5143da/Danny-Welbeck""Danny Welbeck",player
"<a href=""/en/country/ENG/England-Football""<span style=""white-space: nowrap""<span class=""f-i f-gb-eng"" style=""""eng",nationality
"FW,MF",position
"<a href=""/en/squads/d07537b9/Brighton-and-Hove-Albion-Stats""Brighton",team
33-096,age
1990,birth_year
18,games
14,games_starts
997,minutes
11.1,minutes_90s
3,goals
1,assists
4,goals_assists
3,goals_pens
0,pens_made
0,pens_att
2,cards_yellow
0,cards_red
3.6,xg
3.6,npxg
1.3,xg_assist
4.8,npxg_xg_assist
20,progressive_carries
27,progressive_passes
63,progressive_passes_received
0.27,goals_per90
0.09,assists_per90
0.36,goals_assists_per90
0.27,goals_pens_per90
0.36,goals_assists_pens_per90
0.32,xg_per90
0.12,xg_assist_per90
0.44,xg_xg_assist_per90
0.32,npxg_per90
0.44,npxg_xg_assist_per90
"<a href=""/en/players/ce5143da/matchlogs/2023-2024/summary/Danny-Welbeck-Match-Logs""Matches",matches
530,ranker
"<a href=""/en/players/49fe9070/Timo-Werner""Timo Werner",player
"<a href=""/en/country/GER/Germany-Football""<span style=""white-space: nowrap""<span class=""f-i f-de"" style=""""de",nationality
FW,position
"<a href=""/en/squads/361ca564/Tottenham-Hotspur-Stats""Tottenham",team
27-361,age
1996,birth_year
5,games
4,games_starts
334,minutes
3.7,minutes_90s
0,goals
2,assists
2,goals_assists
0,goals_pens
0,pens_made
0,pens_att
0,cards_yellow
0,cards_red
0.7,xg
0.7,npxg
1.3,xg_assist
2.0,npxg_xg_assist
32,progressive_carries
17,progressive_passes
45,progressive_passes_received
0.00,goals_per90
0.54,assists_per90
0.54,goals_assists_per90
0.00,goals_pens_per90
0.54,goals_assists_pens_per90
0.18,xg_per90
0.34,xg_assist_per90
0.53,xg_xg_assist_per90
0.18,npxg_per90
0.53,npxg_xg_assist_per90
"<a href=""/en/players/49fe9070/matchlogs/2023-2024/summary/Timo-Werner-Match-Logs""Matches",matches
531,ranker
"<a href=""/en/players/4b542852/Adam-Wharton""Adam Wharton",player
"<a href=""/en/country/ENG/England-Football""<span style=""white-space: nowrap""<span class=""f-i f-gb-eng"" style=""""eng",nationality
MF,position
"<a href=""/en/squads/47c64c55/Crystal-Palace-Stats""Crystal Palace",team
19-273,age
2004,birth_year
4,games
3,games_starts
305,minutes
3.4,minutes_90s
0,goals
0,assists
0,goals_assists
0,goals_pens
0,pens_made
0,pens_att
1,cards_yellow
0,cards_red
0.0,xg
0.0,npxg
0.5,xg_assist
0.6,npxg_xg_assist
4,progressive_carries
15,progressive_passes
2,progressive_passes_received
0.00,goals_per90
0.00,assists_per90
0.00,goals_assists_per90
0.00,goals_pens_per90
0.00,goals_assists_pens_per90
0.01,xg_per90
0.15,xg_assist_per90
0.17,xg_xg_assist_per90
0.01,npxg_per90
0.17,npxg_xg_assist_per90
"<a href=""/en/players/4b542852/matchlogs/2023-2024/summary/Adam-Wharton-Match-Logs""Matches",matches
532,ranker
"<a href=""/en/players/35e413f1/Ben-White""Ben White",player
"<a href=""/en/country/ENG/England-Football""<span style=""white-space: nowrap""<span class=""f-i f-gb-eng"" style=""""eng",nationality
DF,position
"<a href=""/en/squads/18bb7c10/Arsenal-Stats""Arsenal",team
26-145,age
1997,birth_year
25,games
23,games_starts
"1,980",minutes
22.0,minutes_90s
1,goals
2,assists
3,goals_assists
1,goals_pens
0,pens_made
0,pens_att
5,cards_yellow
0,cards_red
0.6,xg
0.6,npxg
2.0,xg_assist
2.7,npxg_xg_assist
23,progressive_carries
120,progressive_passes
109,progressive_passes_received
0.05,goals_per90
0.09,assists_per90
0.14,goals_assists_per90
0.05,goals_pens_per90
0.14,goals_assists_pens_per90
0.03,xg_per90
0.09,xg_assist_per90
0.12,xg_xg_assist_per90
0.03,npxg_per90
0.12,npxg_xg_assist_per90
"<a href=""/en/players/35e413f1/matchlogs/2023-2024/summary/Ben-White-Match-Logs""Matches",matches
533,ranker
"<a href=""/en/players/d60c03a9/Joe-White""Joe White",player
"<a href=""/en/country/ENG/England-Football""<span style=""white-space: nowrap""<span class=""f-i f-gb-eng"" style=""""eng",nationality
MF,position
"<a href=""/en/squads/b2b47a98/Newcastle-United-Stats""Newcastle Utd",team
21-152,age
2002,birth_year
1,games
0,games_starts
1,minutes
0.0,minutes_90s
0,goals
0,assists
0,goals_assists
0,goals_pens
0,pens_made
0,pens_att
0,cards_yellow
0,cards_red
0.0,xg
0.0,npxg
0.0,xg_assist
0.0,npxg_xg_assist
1,progressive_carries
1,progressive_passes
0,progressive_passes_received
0.00,goals_per90
0.00,assists_per90
0.00,goals_assists_per90
0.00,goals_pens_per90
0.00,goals_assists_pens_per90
0.00,xg_per90
0.00,xg_assist_per90
0.00,xg_xg_assist_per90
0.00,npxg_per90
0.00,npxg_xg_assist_per90
"<a href=""/en/players/d60c03a9/matchlogs/2023-2024/summary/Joe-White-Match-Logs""Matches",matches
534,ranker
"<a href=""/en/players/dd323728/Neco-Williams""Neco Williams",player
"<a href=""/en/country/WAL/Wales-Football""<span style=""white-space: nowrap""<span class=""f-i f-gb-wls"" style=""""wls",nationality
"DF,FW",position
"<a href=""/en/squads/e4a775cb/Nottingham-Forest-Stats""Nott'ham Forest",team
22-323,age
2001,birth_year
17,games
9,games_starts
887,minutes
9.9,minutes_90s
0,goals
1,assists
1,goals_assists
0,goals_pens
0,pens_made
0,pens_att
2,cards_yellow
0,cards_red
0.3,xg
0.3,npxg
1.5,xg_assist
1.8,npxg_xg_assist
22,progressive_carries
26,progressive_passes
40,progressive_passes_received
0.00,goals_per90
0.10,assists_per90
0.10,goals_assists_per90
0.00,goals_pens_per90
0.10,goals_assists_pens_per90
0.03,xg_per90
0.15,xg_assist_per90
0.18,xg_xg_assist_per90
0.03,npxg_per90
0.18,npxg_xg_assist_per90
"<a href=""/en/players/dd323728/matchlogs/2023-2024/summary/Neco-Williams-Match-Logs""Matches",matches
535,ranker
"<a href=""/en/players/8b9ebd03/Willian""Willian",player
"<a href=""/en/country/BRA/Brazil-Football""<span style=""white-space: nowrap""<span class=""f-i f-br"" style=""""br",nationality
FW,position
"<a href=""/en/squads/fd962109/Fulham-Stats""Fulham",team
35-205,age
1988,birth_year
21,games
18,games_starts
"1,479",minutes
16.4,minutes_90s
4,goals
2,assists
6,goals_assists
2,goals_pens
2,pens_made
2,pens_att
1,cards_yellow
0,cards_red
4.5,xg
2.9,npxg
2.7,xg_assist
5.6,npxg_xg_assist
63,progressive_carries
108,progressive_passes
132,progressive_passes_received
0.24,goals_per90
0.12,assists_per90
0.37,goals_assists_per90
0.12,goals_pens_per90
0.24,goals_assists_pens_per90
0.27,xg_per90
0.16,xg_assist_per90
0.43,xg_xg_assist_per90
0.18,npxg_per90
0.34,npxg_xg_assist_per90
"<a href=""/en/players/8b9ebd03/matchlogs/2023-2024/summary/Willian-Match-Logs""Matches",matches
536,ranker
"<a href=""/en/players/a3b03921/Joe-Willock""Joe Willock",player
"<a href=""/en/country/ENG/England-Football""<span style=""white-space: nowrap""<span class=""f-i f-gb-eng"" style=""""eng",nationality
"MF,FW",position
"<a href=""/en/squads/b2b47a98/Newcastle-United-Stats""Newcastle Utd",team
24-194,age
1999,birth_year
4,games
1,games_starts
155,minutes
1.7,minutes_90s
1,goals
0,assists
1,goals_assists
1,goals_pens
0,pens_made
0,pens_att
0,cards_yellow
0,cards_red
0.2,xg
0.2,npxg
0.3,xg_assist
0.5,npxg_xg_assist
8,progressive_carries
5,progressive_passes
9,progressive_passes_received
0.58,goals_per90
0.00,assists_per90
0.58,goals_assists_per90
0.58,goals_pens_per90
0.58,goals_assists_pens_per90
0.12,xg_per90
0.18,xg_assist_per90
0.30,xg_xg_assist_per90
0.12,npxg_per90
0.30,npxg_xg_assist_per90
"<a href=""/en/players/a3b03921/matchlogs/2023-2024/summary/Joe-Willock-Match-Logs""Matches",matches
537,ranker
"<a href=""/en/players/c596fcb0/Callum-Wilson""Callum Wilson",player
"<a href=""/en/country/ENG/England-Football""<span style=""white-space: nowrap""<span class=""f-i f-gb-eng"" style=""""eng",nationality
FW,position
"<a href=""/en/squads/b2b47a98/Newcastle-United-Stats""Newcastle Utd",team
32-003,age
1992,birth_year
16,games
8,games_starts
862,minutes
9.6,minutes_90s
7,goals
1,assists
8,goals_assists
5,goals_pens
2,pens_made
2,pens_att
2,cards_yellow
0,cards_red
7.2,xg
5.7,npxg
0.5,xg_assist
6.2,npxg_xg_assist
9,progressive_carries
6,progressive_passes
63,progressive_passes_received
0.73,goals_per90
0.10,assists_per90
0.84,goals_assists_per90
0.52,goals_pens_per90
0.63,goals_assists_pens_per90
0.76,xg_per90
0.05,xg_assist_per90
0.81,xg_xg_assist_per90
0.59,npxg_per90
0.64,npxg_xg_assist_per90
"<a href=""/en/players/c596fcb0/matchlogs/2023-2024/summary/Callum-Wilson-Match-Logs""Matches",matches
538,ranker
"<a href=""/en/players/c6dc9ecd/Harry-Wilson""Harry Wilson",player
"<a href=""/en/country/WAL/Wales-Football""<span style=""white-space: nowrap""<span class=""f-i f-gb-wls"" style=""""wls",nationality
FW,position
"<a href=""/en/squads/fd962109/Fulham-Stats""Fulham",team
26-345,age
1997,birth_year
24,games
12,games_starts
"1,240",minutes
13.8,minutes_90s
2,goals
3,assists
5,goals_assists
2,goals_pens
0,pens_made
0,pens_att
6,cards_yellow
0,cards_red
1.9,xg
1.9,npxg
2.6,xg_assist
4.5,npxg_xg_assist
26,progressive_carries
46,progressive_passes
98,progressive_passes_received
0.15,goals_per90
0.22,assists_per90
0.36,goals_assists_per90
0.15,goals_pens_per90
0.36,goals_assists_pens_per90
0.14,xg_per90
0.19,xg_assist_per90
0.33,xg_xg_assist_per90
0.14,npxg_per90
0.33,npxg_xg_assist_per90
"<a href=""/en/players/c6dc9ecd/matchlogs/2023-2024/summary/Harry-Wilson-Match-Logs""Matches",matches
539,ranker
"<a href=""/en/players/2500cef9/Yoane-Wissa""Yoane Wissa",player
"<a href=""/en/country/COD/Congo-DR-Football""<span style=""white-space: nowrap""<span class=""f-i f-cd"" style=""""cd",nationality
FW,position
"<a href=""/en/squads/cd051869/Brentford-Stats""Brentford",team
27-180,age
1996,birth_year
22,games
19,games_starts
"1,657",minutes
18.4,minutes_90s
5,goals
1,assists
6,goals_assists
5,goals_pens
0,pens_made
0,pens_att
3,cards_yellow
0,cards_red
6.5,xg
6.5,npxg
2.1,xg_assist
8.6,npxg_xg_assist
32,progressive_carries
27,progressive_passes
98,progressive_passes_received
0.27,goals_per90
0.05,assists_per90
0.33,goals_assists_per90
0.27,goals_pens_per90
0.33,goals_assists_pens_per90
0.35,xg_per90
0.11,xg_assist_per90
0.47,xg_xg_assist_per90
0.35,npxg_per90
0.47,npxg_xg_assist_per90
"<a href=""/en/players/2500cef9/matchlogs/2023-2024/summary/Yoane-Wissa-Match-Logs""Matches",matches
540,ranker
"<a href=""/en/players/4e9a0555/Chris-Wood""Chris Wood",player
"<a href=""/en/country/NZL/New-Zealand-Football""<span style=""white-space: nowrap""<span class=""f-i f-nz"" style=""""nz",nationality
FW,position
"<a href=""/en/squads/e4a775cb/Nottingham-Forest-Stats""Nott'ham Forest",team
32-085,age
1991,birth_year
20,games
9,games_starts
874,minutes
9.7,minutes_90s
8,goals
1,assists
9,goals_assists
8,goals_pens
0,pens_made
0,pens_att
0,cards_yellow
0,cards_red
5.4,xg
5.4,npxg
1.4,xg_assist
6.7,npxg_xg_assist
10,progressive_carries
14,progressive_passes
37,progressive_passes_received
0.82,goals_per90
0.10,assists_per90
0.93,goals_assists_per90
0.82,goals_pens_per90
0.93,goals_assists_pens_per90
0.55,xg_per90
0.14,xg_assist_per90
0.69,xg_xg_assist_per90
0.55,npxg_per90
0.69,npxg_xg_assist_per90
"<a href=""/en/players/4e9a0555/matchlogs/2023-2024/summary/Chris-Wood-Match-Logs""Matches",matches
541,ranker
"<a href=""/en/players/d3085b49/Cauley-Woodrow""Cauley Woodrow",player
"<a href=""/en/country/ENG/England-Football""<span style=""white-space: nowrap""<span class=""f-i f-gb-eng"" style=""""eng",nationality
"FW,MF",position
"<a href=""/en/squads/e297cd13/Luton-Town-Stats""Luton Town",team
29-090,age
1994,birth_year
13,games
2,games_starts
222,minutes
2.5,minutes_90s
0,goals
0,assists
0,goals_assists
0,goals_pens
0,pens_made
0,pens_att
2,cards_yellow
0,cards_red
1.0,xg
1.0,npxg
0.4,xg_assist
1.4,npxg_xg_assist
5,progressive_carries
3,progressive_passes
15,progressive_passes_received
0.00,goals_per90
0.00,assists_per90
0.00,goals_assists_per90
0.00,goals_pens_per90
0.00,goals_assists_pens_per90
0.40,xg_per90
0.16,xg_assist_per90
0.56,xg_xg_assist_per90
0.40,npxg_per90
0.56,npxg_xg_assist_per90
"<a href=""/en/players/d3085b49/matchlogs/2023-2024/summary/Cauley-Woodrow-Match-Logs""Matches",matches
542,ranker
"<a href=""/en/players/a5212312/Joe-Worrall""Joe Worrall",player
"<a href=""/en/country/ENG/England-Football""<span style=""white-space: nowrap""<span class=""f-i f-gb-eng"" style=""""eng",nationality
DF,position
"<a href=""/en/squads/e4a775cb/Nottingham-Forest-Stats""Nott'ham Forest",team
27-051,age
1997,birth_year
7,games
5,games_starts
439,minutes
4.9,minutes_90s
0,goals
0,assists
0,goals_assists
0,goals_pens
0,pens_made
0,pens_att
0,cards_yellow
1,cards_red
0.1,xg
0.1,npxg
0.2,xg_assist
0.3,npxg_xg_assist
0,progressive_carries
8,progressive_passes
1,progressive_passes_received
0.00,goals_per90
0.00,assists_per90
0.00,goals_assists_per90
0.00,goals_pens_per90
0.00,goals_assists_pens_per90
0.02,xg_per90
0.04,xg_assist_per90
0.06,xg_xg_assist_per90
0.02,npxg_per90
0.06,npxg_xg_assist_per90
"<a href=""/en/players/a5212312/matchlogs/2023-2024/summary/Joe-Worrall-Match-Logs""Matches",matches
543,ranker
"<a href=""/en/players/907a5d7c/Yehor-Yarmoliuk""Yehor Yarmoliuk",player
"<a href=""/en/country/UKR/Ukraine-Football""<span style=""white-space: nowrap""<span class=""f-i f-ua"" style=""""ua",nationality
MF,position
"<a href=""/en/squads/cd051869/Brentford-Stats""Brentford",team
20-000,age
2004,birth_year
15,games
4,games_starts
422,minutes
4.7,minutes_90s
0,goals
0,assists
0,goals_assists
0,goals_pens
0,pens_made
0,pens_att
2,cards_yellow
0,cards_red
</td>,xg
</td>,npxg
</td>,xg_assist
</td>,npxg_xg_assist
</td>,progressive_carries
</td>,progressive_passes
</td>,progressive_passes_received
0.00,goals_per90
0.00,assists_per90
0.00,goals_assists_per90
0.00,goals_pens_per90
0.00,goals_assists_pens_per90
</td>,xg_per90
</td>,xg_assist_per90
</td>,xg_xg_assist_per90
</td>,npxg_per90
</td>,npxg_xg_assist_per90
"<a href=""/en/players/907a5d7c/matchlogs/2023-2024/summary/Yehor-Yarmoliuk-Match-Logs""Matches",matches
544,ranker
"<a href=""/en/players/c1fe2a48/Ryan-Yates""Ryan Yates",player
"<a href=""/en/country/ENG/England-Football""<span style=""white-space: nowrap""<span class=""f-i f-gb-eng"" style=""""eng",nationality
MF,position
"<a href=""/en/squads/e4a775cb/Nottingham-Forest-Stats""Nott'ham Forest",team
26-101,age
1997,birth_year
23,games
11,games_starts
"1,170",minutes
13.0,minutes_90s
0,goals
0,assists
0,goals_assists
0,goals_pens
0,pens_made
0,pens_att
4,cards_yellow
0,cards_red
1.7,xg
1.7,npxg
0.2,xg_assist
1.8,npxg_xg_assist
13,progressive_carries
41,progressive_passes
31,progressive_passes_received
0.00,goals_per90
0.00,assists_per90
0.00,goals_assists_per90
0.00,goals_pens_per90
0.00,goals_assists_pens_per90
0.13,xg_per90
0.01,xg_assist_per90
0.14,xg_xg_assist_per90
0.13,npxg_per90
0.14,npxg_xg_assist_per90
"<a href=""/en/players/c1fe2a48/matchlogs/2023-2024/summary/Ryan-Yates-Match-Logs""Matches",matches
545,ranker
"<a href=""/en/players/be927d03/Ashley-Young""Ashley Young",player
"<a href=""/en/country/ENG/England-Football""<span style=""white-space: nowrap""<span class=""f-i f-gb-eng"" style=""""eng",nationality
"DF,MF",position
"<a href=""/en/squads/d3fd31cc/Everton-Stats""Everton",team
38-236,age
1985,birth_year
20,games
19,games_starts
"1,512",minutes
16.8,minutes_90s
0,goals
0,assists
0,goals_assists
0,goals_pens
0,pens_made
0,pens_att
6,cards_yellow
1,cards_red
0.4,xg
0.4,npxg
